title,price,frequency,bedrooms,bathrooms,area,location,url,price_clean,price_yearly_aed,bedrooms_clean,bathrooms_clean,area_clean,area_per_bedroom,bathrooms_per_bedroom,log_area,log_price,building,community,property_type_penthouse,property_type_townhouse,property_type_villa,building_grouped_Binghatti Corner,building_grouped_Binghatti Crest,building_grouped_Binghatti Heights,building_grouped_Binghatti House,building_grouped_Binghatti Phantom,building_grouped_Binghatti Phoenix,building_grouped_Binghatti Royale,"building_grouped_Bloom Heights 1, Bloom Heights",building_grouped_DAMAC Ghalia,building_grouped_Fortunato,building_grouped_Imperial Tower,building_grouped_Laya Residences,building_grouped_Other,building_grouped_Pearl House 2,building_grouped_Reef Residence,building_grouped_Rigel Apartments,building_grouped_Rose 10,building_grouped_SH Living 1,building_grouped_Sydney Villas,building_grouped_Westview Garden,district_JVC District 11,district_JVC District 12,district_JVC District 13,district_JVC District 14,district_JVC District 15,district_JVC District 16,district_JVC District 17,district_JVC District 18,district_Unknown
Community View | Prime Location | Spacious Unit,"79,999",yearly,2,2,"1,594 sqft","Knightsbridge Court, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-12790355.html,79999,79999,2.0,2.0,1594.0,797.0,1.0,7.374629015218945,11.289781913656018,Knightsbridge Court,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Near To Exit | High Floor | Prime Location,"99,999",yearly,2,3,"1,152 sqft","Golden Dream Tower 1, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13536370.html,99999,99999,2.0,3.0,1152.0,576.0,1.5,7.050122520269059,11.512925464970229,Golden Dream Tower 1,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Brand New Building I Bright & Luxury Layout I Prime Location,"78,000",yearly,1,2,"1,060 sqft","Serenity Lakes 5, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13480678.html,78000,78000,1.0,2.0,1060.0,1060.0,2.0,6.966967138613983,11.264476926102367,Serenity Lakes 5,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Binghatti Crest at JVC | Contemporary Apartments,"79,999",yearly,1,1,618 sqft,"Binghatti Crest, JVC District 13, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13711782.html,79999,79999,1.0,1.0,618.0,618.0,1.0,6.428105272684596,11.289781913656018,Binghatti Crest,Jumeirah Village Circle (JVC),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Premium Finish | 1BR | Study Room Included,"80,000",yearly,1,2,859 sqft,"Avanos Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13657481.html,80000,80000,1.0,2.0,859.0,859.0,2.0,6.756932389247553,11.289794413577894,Avanos Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
READY TO MOVE l GREAT LOCATION l CALL ME,"100,000",yearly,2,2,"1,483 sqft","Roxana Residence B, Roxana Residences, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13705647.html,100000,100000,2.0,2.0,1483.0,741.5,1.0,7.302496423727326,11.51293546492023,"Roxana Residence B, Roxana Residences",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Elegant Furnished Apartment | Luma 22 | Prime JVC Location,"80,000",yearly,1,1,710 sqft,"West Tower, Luma 22, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13458913.html,80000,80000,1.0,1.0,710.0,710.0,1.0,6.566672429803241,11.289794413577894,"West Tower, Luma 22",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spacious 2bhk I With huge balcony I Prime spot,"90,000",yearly,2,3,"1,231 sqft","Fortunato, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13674776.html,90000,90000,2.0,3.0,1231.0,615.5,1.5,7.116394144093465,11.407576060361786,Fortunato,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Spacious unit with maids' room I High- quality finish I Easy Access,"71,999",yearly,1,2,803 sqft,"Rigel Apartments, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13581501.html,71999,71999,1.0,2.0,803.0,803.0,2.0,6.6895992691789665,11.184421397998193,Rigel Apartments,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Fully Furnished I Spacious Unit | Community View,"70,000",yearly,1,2,682 sqft,"La Riviera Estate A, La Riviera Estates, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13519130.html,70000,70000,1.0,2.0,682.0,682.0,2.0,6.52649485957079,11.156264806643742,"La Riviera Estate A, La Riviera Estates",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1bhk + Maid room I Vacant with kitchen appliances I Prime location,"75,000",yearly,1,2,820 sqft,"Laya Mansion, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13396795.html,75000,75000,1.0,2.0,820.0,820.0,2.0,6.710523109452428,11.225256725762893,Laya Mansion,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pool View | Spacious Layout | Prime Location,"70,000",yearly,1,2,740 sqft,"Binghatti Jasmine, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13584274.html,70000,70000,1.0,2.0,740.0,740.0,2.0,6.608000625296087,11.156264806643742,Binghatti Jasmine,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2 B/R with Balcony | Pool and Gym | JVC,"113,000",yearly,2,3,"1,509 sqft","Al Naim Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13648026.html,113000,113000,2.0,3.0,1509.0,754.5,1.5,7.31986492980897,11.635151947212842,Al Naim Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Binghatti Corner, Jumeirah Village Circle (JVC)","89,900",yearly,1,1,697 sqft,"Binghatti Corner, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13518275.html,89900,89900,1.0,1.0,697.0,697.0,1.0,6.548219102762372,11.40646434386837,Binghatti Corner,Jumeirah Village Circle (JVC),False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spacious 1BR | Unfurnished | Modern,"74,900",yearly,1,2,866 sqft,"Marwa Heights, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13454101.html,74900,74900,1.0,2.0,866.0,866.0,2.0,6.7650389767805414,11.223922520551032,Marwa Heights,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Near to Mall - Best Amenities - With Storage,"140,000",yearly,2,3,"1,290 sqft","Westview Tower, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13676227.html,140000,140000,2.0,3.0,1290.0,645.0,1.5,7.1631723908466425,11.849404844423074,Westview Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Spacious and Huge | AC Inclusive | 12 Cheques,"92,000",yearly,2,3,"1,256 sqft","Al Yousuf Tower 2, Al Yousuf Towers, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13477933.html,92000,92000,2.0,3.0,1256.0,628.0,1.5,7.136483208590247,11.429554725537322,"Al Yousuf Tower 2, Al Yousuf Towers",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Bright & Modern 2BR | Luxury Community | Ready to Move-in,"125,000",yearly,2,2,"1,126 sqft","Belgravia Heights 1, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13536801.html,125000,125000,2.0,2.0,1126.0,563.0,1.0,7.027314514039777,11.736077016252437,Belgravia Heights 1,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Brand New / Premium Quality / Fully Furnished,"95,000",yearly,1,2,805 sqft,"The Sloane by Belgravia Heights, JVC District 12, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13082359.html,95000,95000,1.0,2.0,805.0,805.0,2.0,6.692083742506628,11.461642696843066,The Sloane by Belgravia Heights,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1BR+Private Pool | Brand New | Premium Quality,"120,000",yearly,1,2,806 sqft,"Binghatti Royale, JVC District 18, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13705831.html,120000,120000,1.0,2.0,806.0,806.0,2.0,6.693323668269949,11.695255355062795,Binghatti Royale,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Fully furnished | Well Maintained | Call Now,"89,999",yearly,1,2,898 sqft,"Park View Tower, JVC District 14, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13531077.html,89999,89999,1.0,2.0,898.0,898.0,2.0,6.80128303447162,11.407564949312402,Park View Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Spacious unit I Semi-closed kitchen I Near to circle mall,"64,999",yearly,1,2,875 sqft,"Pulse Smart Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13675719.html,64999,64999,1.0,2.0,875.0,875.0,2.0,6.775366090936392,11.082142548877775,Pulse Smart Residence,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Premium unit with skyline views I Great amenity I Prime spot,"85,000",yearly,2,2,961 sqft,"Binghatti Rose, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13672903.html,85000,85000,2.0,2.0,961.0,480.5,1.0,6.8690144506657065,11.350418300109132,Binghatti Rose,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Luxurious unit I With great amenity I Prime spot,"90,000",yearly,2,3,"1,128 sqft","Rose 10, JVC District 11, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13582189.html,90000,90000,2.0,3.0,1128.0,564.0,1.5,7.029087564149662,11.407576060361786,Rose 10,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Fully Furnished | Vacant | Unobstructed View,"74,995",yearly,1,2,995 sqft,"Binghatti Gate, JVC District 15, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13678682.html,74995,74995,1.0,2.0,995.0,995.0,2.0,6.903747257584598,11.225190057762841,Binghatti Gate,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Spacious 1BR with Balcony | Equipped Kitchen | Upgraded Amenities | JVC,"69,000",yearly,1,2,837 sqft,"Imperial Tower, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13709984.html,69000,69000,1.0,2.0,837.0,837.0,2.0,6.731018100482083,11.141876276228,Imperial Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
"EXCLUSIVE MONTH-END SUPER SALE - LIMITED UNITS, REDUCED PRICES | ZERO MAINT FEES | Equipped Kitchen","69,000",yearly,1,2,837 sqft,"Imperial Tower, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-10522032.html,69000,69000,1.0,2.0,837.0,837.0,2.0,6.731018100482083,11.141876276228,Imperial Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2 B/R with 2 Balconies | High Floor | Brand New,"95,000",yearly,2,3,"1,335 sqft","Imperial Tower, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-9427722.html,95000,95000,2.0,3.0,1335.0,667.5,1.5,7.197435354096591,11.461642696843066,Imperial Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Spacious 2BR with Balcony| Closed Kitchen,"95,000",yearly,2,3,"1,335 sqft","Imperial Tower, JVC District 17, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-9401369.html,95000,95000,2.0,3.0,1335.0,667.5,1.5,7.197435354096591,11.461642696843066,Imperial Tower,Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Huge Layout | Well Maintained | JVC | Book Now,"61,999",yearly,1,2,"1,016 sqft","Siena 1, Siena, Tuscan Residence, JVC District 10, Jumeirah Village Circle (JVC), Dubai",https://www.bayut.com/property/details-13405747.html,61999,61999,1.0,2.0,1016.0,1016.0,2.0,6.92461239604856,11.03488966402723,"Siena 1, Siena, Tuscan Residence",Jumeirah Village Circle (JVC),False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
